Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_21-35-36/CAMERA_1.jpg,CAMERA_1.jpg,21,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 28]",11,"['11 0.622719 0.688529 0.019715 0.019861', '8 0.595546 0.687387 0.048704 0.082418', '16 0.420487 0.538647 0.020382 0.020615', '28 0.592571 0.777172 0.020018 0.020064', '13 0.568368 0.625513 0.019624 0.019585', '26 0.372167 0.7228 0.019344 0.019395', '24 0.610605 0.772248 0.020029 0.020064', '14 0.559067 0.619953 0.019943 0.019964', '21 0.361553 0.563107 0.02019 0.020823', '6 0.533091 0.584068 0.028927 0.034097', '9 0.583817 0.645391 0.020134 0.019857', '25 0.35646 0.817325 0.019459 0.019385', '18 0.588046 0.627611 0.01967 0.020115', '17 0.506668 0.549358 0.020739 0.02135', '4 0.556634 0.855442 0.026669 0.049542', '10 0.574035 0.713349 0.019841 0.01996', '22 0.5816 0.607712 0.019482 0.019524', '0 0.340826 0.673514 0.019952 0.020183', '2 0.313687 0.608651 0.02023 0.020319', '1 0.318801 0.56689 0.019759 0.01988', '15 0.359004 0.590482 0.019857 0.020034']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_04-33-18/CAMERA_1.jpg,CAMERA_1.jpg,24,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28]",28,"['28 0.556179 0.535156 0.020239 0.020379', '4 0.530415 0.582984 0.028629 0.035792', '8 0.33389 0.678916 0.043799 0.081913', '19 0.580254 0.604969 0.02041 0.019344', '26 0.369499 0.721164 0.018559 0.01933', '13 0.504134 0.549635 0.019888 0.019741', '12 0.417245 0.538864 0.020432 0.020417', '24 0.608833 0.769763 0.020411 0.020971', '23 0.568531 0.514552 0.019744 0.020277', '6 0.355371 0.706686 0.019678 0.019665', '9 0.555798 0.61978 0.020009 0.020657', '16 0.536563 0.669507 0.019481 0.022009', '20 0.348516 0.524732 0.020105 0.019887', '11 0.358255 0.56317 0.019832 0.020524', '3 0.613792 0.613507 0.019472 0.050949', '10 0.566108 0.624321 0.020289 0.021039', '5 0.346692 0.63853 0.019044 0.019692', '21 0.421456 0.495963 0.01976 0.02', '25 0.352989 0.815536 0.019571 0.021559', '14 0.585169 0.625151 0.020784 0.020556', '2 0.552301 0.855803 0.028973 0.054246', '18 0.590119 0.774443 0.02051 0.022851', '7 0.307051 0.680138 0.019449 0.019139', '27 0.434372 0.498469 0.019845 0.020255']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_20-34-03/CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",6,"['6 0.355808 0.717652 0.019859 0.019646', '4 0.531365 0.59285 0.027878 0.034446', '24 0.608364 0.780124 0.020263 0.020949', '5 0.346767 0.64926 0.019337 0.019767', '7 0.307825 0.690123 0.019568 0.019241', '22 0.492114 0.508056 0.020162 0.02007', '13 0.504297 0.559444 0.020615 0.020836', '8 0.334586 0.68865 0.042647 0.079746', '21 0.42261 0.504932 0.020095 0.020612', '11 0.358487 0.572857 0.020427 0.020343', '0 0.589667 0.688896 0.020362 0.020283', '23 0.569108 0.524908 0.019701 0.020495', '9 0.55529 0.630001 0.020713 0.020024', '25 0.353456 0.826325 0.019878 0.021464', '26 0.370097 0.732706 0.01995 0.020964', '20 0.348566 0.534371 0.020193 0.02043', '3 0.613005 0.622047 0.020118 0.049585', '19 0.579604 0.615667 0.020397 0.020689', '27 0.435631 0.508048 0.019766 0.019953', '2 0.552822 0.866025 0.029225 0.053928', '12 0.418138 0.547986 0.020622 0.020466', '16 0.537034 0.680067 0.019568 0.020966', '18 0.590337 0.785488 0.020297 0.022248', '10 0.565165 0.63511 0.021278 0.020507', '14 0.58519 0.63544 0.020326 0.020069', '28 0.55663 0.546116 0.019475 0.020172']"
Zenix,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_02-54-43/CAMERA_1.jpg,CAMERA_1.jpg,19,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,"['3 0.368838 0.703577 0.052585 0.117376', '15 0.316274 0.669326 0.01956 0.019982', '11 0.444552 0.824572 0.020145 0.01995', '9 0.500176 0.77415 0.019987 0.020207', '8 0.498906 0.735858 0.01988 0.019452', '4 0.556643 0.783992 0.02047 0.020882', '14 0.409168 0.560534 0.019765 0.019671', '6 0.473664 0.559891 0.019592 0.019542', '7 0.609677 0.566541 0.020121 0.020152', '16 0.408206 0.638269 0.019916 0.02001', '19 0.549394 0.7488 0.019697 0.020388', '17 0.459495 0.636416 0.019536 0.02013', '12 0.536431 0.926515 0.02082 0.02055', '13 0.547336 0.926034 0.0205 0.02045', '18 0.528071 0.658332 0.019372 0.019895', '5 0.577556 0.925857 0.020227 0.019837', '2 0.348096 0.445998 0.020221 0.033054', '10 0.459035 0.675756 0.019662 0.01925', '2 0.34829 0.453946 0.020752 0.049686']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_21-20-46/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",26,"['26 0.371032 0.732224 0.019221 0.019071', '8 0.594094 0.696926 0.048896 0.084194', '23 0.554827 0.550626 0.020026 0.019801', '25 0.355218 0.825431 0.019806 0.01986', '24 0.60991 0.781657 0.020472 0.020629', '15 0.357787 0.6005 0.020941 0.020932', '21 0.358971 0.571757 0.020327 0.020302', '1 0.316435 0.579091 0.020412 0.020304', '22 0.580937 0.615925 0.020165 0.019946', '6 0.531258 0.592535 0.029134 0.034973', '17 0.505182 0.557953 0.020507 0.020401', '28 0.592238 0.785866 0.020291 0.020143', '4 0.555807 0.865338 0.02741 0.049456', '0 0.338865 0.684593 0.020275 0.020344', '27 0.548851 0.821427 0.019784 0.019621', '9 0.582094 0.654528 0.020287 0.019748', '2 0.311688 0.618796 0.019919 0.020138', '16 0.41806 0.548834 0.019916 0.020091', '14 0.557253 0.629671 0.020012 0.020268', '10 0.573119 0.724397 0.019454 0.019846', '11 0.621674 0.69798 0.020091 0.020531', '13 0.566339 0.635477 0.020947 0.020336', '18 0.585531 0.636295 0.019201 0.019724']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_01-07-58/CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.528963 0.577952 0.026631 0.031879', '23 0.566788 0.510982 0.019909 0.020196', '28 0.55411 0.529766 0.020275 0.020408', '8 0.331189 0.674158 0.042237 0.078661', '21 0.419985 0.490732 0.019281 0.020116', '26 0.366018 0.71726 0.0195 0.020523', '19 0.577922 0.599769 0.020705 0.021077', '11 0.355879 0.557989 0.01985 0.020611', '0 0.58727 0.673761 0.020163 0.020228', '22 0.489475 0.493812 0.019564 0.019863', '7 0.303987 0.675585 0.018906 0.019906', '10 0.563553 0.618839 0.019792 0.020644', '1 0.551947 0.848922 0.027738 0.04614', '3 0.61054 0.605307 0.020217 0.047058', '14 0.582793 0.619346 0.02057 0.019814', '12 0.415356 0.533272 0.020122 0.020705', '27 0.432729 0.493961 0.019818 0.019995', '20 0.345487 0.519307 0.019899 0.020721', '15 0.535323 0.66423 0.019713 0.019737', '9 0.553546 0.613919 0.020312 0.020657', '6 0.352235 0.702573 0.019563 0.019379', '17 0.588838 0.770181 0.020637 0.020213', '13 0.502855 0.546514 0.020258 0.020166', '24 0.606113 0.765022 0.020056 0.020379', '25 0.350362 0.809869 0.020584 0.021642']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_05-18-19/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",6,"['6 0.534147 0.596465 0.030008 0.03521', '4 0.554561 0.868114 0.028663 0.05028', '14 0.568309 0.640298 0.020723 0.021247', '28 0.593131 0.793603 0.020608 0.020426', '22 0.583303 0.621058 0.020605 0.020578', '15 0.35909 0.575463 0.020266 0.020595', '18 0.5886 0.641062 0.020163 0.02104', '5 0.618077 0.638328 0.02089 0.040956', '12 0.334548 0.695953 0.047193 0.085493', '0 0.593062 0.695382 0.020636 0.019966', '26 0.370477 0.738803 0.020157 0.020158', '27 0.550353 0.829879 0.020121 0.020074', '17 0.506621 0.562992 0.021272 0.021533', '10 0.356253 0.7249 0.02059 0.020198', '9 0.347334 0.653286 0.019547 0.019634', '24 0.611191 0.788969 0.020337 0.020234', '11 0.307883 0.697368 0.019857 0.019861', '13 0.559629 0.635906 0.020298 0.020716', '25 0.353341 0.833545 0.01979 0.01993', '16 0.419003 0.5498 0.020444 0.020528']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_01-14-52/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",6,"['6 0.534012 0.582924 0.029875 0.035106', '9 0.348432 0.638936 0.019786 0.019657', '11 0.308882 0.682263 0.020088 0.020174', '4 0.554041 0.851905 0.029079 0.052134', '14 0.567672 0.625775 0.019982 0.020224', '13 0.559029 0.622057 0.020191 0.020567', '18 0.587809 0.627936 0.019893 0.020042', '5 0.616527 0.62526 0.02136 0.039296', '17 0.506234 0.547771 0.02036 0.020675', '28 0.593188 0.779425 0.020095 0.019876', '15 0.360212 0.561333 0.020047 0.020319', '22 0.582647 0.607261 0.021061 0.020607', '10 0.356993 0.709425 0.019872 0.019313', '27 0.550335 0.813896 0.020558 0.019839', '25 0.354139 0.816615 0.020313 0.020172', '26 0.370299 0.72315 0.019701 0.019729', '24 0.61021 0.77352 0.019923 0.02', '16 0.419427 0.537161 0.020303 0.020573', '0 0.592203 0.680689 0.020106 0.020183', '12 0.335351 0.680849 0.046677 0.084886']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_21-50-41/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 27, 28]",11,"['11 0.621119 0.683115 0.02043 0.020479', '8 0.593449 0.682367 0.048665 0.082344', '16 0.417339 0.533886 0.02046 0.020279', '26 0.369142 0.718231 0.01971 0.020046', '28 0.591746 0.772807 0.019893 0.019781', '13 0.566392 0.620352 0.020636 0.021148', '21 0.358514 0.559246 0.020014 0.020484', '9 0.581711 0.64027 0.020075 0.019481', '18 0.586118 0.622238 0.019989 0.020559', '23 0.554143 0.538367 0.019511 0.019654', '4 0.5536 0.850509 0.025913 0.048505', '27 0.548319 0.808019 0.019656 0.019485', '22 0.580616 0.602871 0.020706 0.020227', '6 0.530471 0.579371 0.029013 0.034367', '10 0.572408 0.707936 0.02048 0.020461', '14 0.556329 0.615221 0.020737 0.02082', '2 0.309351 0.605804 0.019646 0.020944', '0 0.337091 0.670846 0.020368 0.020699', '1 0.314974 0.564568 0.020416 0.019997', '17 0.504728 0.542713 0.020566 0.020594', '15 0.355359 0.586404 0.020106 0.019648', '25 0.353378 0.812917 0.019854 0.01966']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_07-26-55/CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",28,"['28 0.559602 0.535361 0.019771 0.020489', '4 0.533728 0.58342 0.029593 0.035995', '8 0.335435 0.680524 0.045393 0.083599', '24 0.611859 0.772794 0.020594 0.020888', '6 0.35699 0.708141 0.019237 0.019416', '19 0.583142 0.60696 0.02049 0.019689', '9 0.559354 0.619807 0.01992 0.021212', '21 0.425096 0.494878 0.019737 0.019705', '5 0.348393 0.638566 0.019955 0.019967', '23 0.571705 0.515059 0.020083 0.02033', '12 0.419355 0.537153 0.020373 0.021041', '7 0.308937 0.680186 0.019666 0.019575', '16 0.539886 0.671848 0.019735 0.023175', '13 0.505998 0.550857 0.020993 0.020927', '10 0.569337 0.6257 0.019764 0.020754', '14 0.587973 0.626991 0.0202 0.020485', '11 0.359786 0.563086 0.01986 0.020908', '3 0.617346 0.614181 0.01966 0.045318', '25 0.354653 0.816684 0.02049 0.021287', '26 0.370279 0.72263 0.019117 0.020044', '22 0.494255 0.498128 0.020295 0.020242', '2 0.555445 0.858599 0.028863 0.051282', '18 0.593478 0.776188 0.020504 0.021872', '0 0.59322 0.680381 0.020166 0.019556', '20 0.350576 0.524082 0.020745 0.020011', '27 0.437838 0.498011 0.020263 0.01976']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_23-15-22/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",12,"['12 0.33576 0.69221 0.047107 0.085157', '24 0.614487 0.785452 0.019711 0.019676', '6 0.535372 0.592207 0.030058 0.035353', '9 0.348504 0.650241 0.019953 0.019923', '26 0.371572 0.734622 0.019866 0.020527', '14 0.570877 0.636429 0.019933 0.019971', '11 0.308953 0.693481 0.020166 0.019918', '5 0.62086 0.636426 0.020598 0.038636', '4 0.556368 0.863347 0.028225 0.051733', '22 0.584695 0.617399 0.020019 0.020066', '15 0.360762 0.571379 0.020303 0.020487', '0 0.594877 0.691125 0.020402 0.020368', '27 0.551976 0.825001 0.01983 0.020033', '10 0.357771 0.719931 0.019825 0.019555', '16 0.420479 0.547197 0.020558 0.02069', '25 0.355586 0.829287 0.01937 0.019587', '17 0.507879 0.558796 0.020969 0.021063', '28 0.596428 0.789504 0.020306 0.020305', '18 0.590572 0.638135 0.019716 0.020035', '13 0.561479 0.631614 0.020649 0.019943']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_19-13-46/CAMERA_1.jpg,CAMERA_1.jpg,27,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",18,"['6 0.358 0.717737 0.019661 0.019624', '4 0.533288 0.593275 0.028945 0.033262', '5 0.349078 0.649402 0.019488 0.019835', '24 0.610611 0.780218 0.019967 0.020629', '0 0.590986 0.687315 0.019884 0.019987', '7 0.309735 0.691003 0.019485 0.019082', '22 0.493226 0.5076 0.020034 0.019356', '20 0.350546 0.53403 0.020194 0.02034', '8 0.336286 0.69019 0.045026 0.083184', '13 0.505254 0.557732 0.021043 0.021167', '11 0.359998 0.573233 0.020145 0.020404', '26 0.371657 0.733193 0.019869 0.020389', '23 0.570942 0.525085 0.020147 0.020559', '25 0.35602 0.825968 0.020622 0.02153', '19 0.581386 0.615043 0.020209 0.020836', '21 0.4245 0.505618 0.01944 0.020194', '12 0.418763 0.546736 0.019713 0.019881', '16 0.539161 0.680027 0.019334 0.034853', '27 0.43687 0.509024 0.019217 0.019533', '3 0.615244 0.624232 0.02046 0.050625', '9 0.558335 0.629565 0.018796 0.01973', '2 0.554719 0.861544 0.024654 0.041314', '10 0.56778 0.634764 0.018975 0.019357', '18 0.593022 0.783958 0.019664 0.025463', '14 0.586351 0.635203 0.02067 0.020163', '28 0.558621 0.546015 0.020154 0.020662', '18 0.592391 0.77441 0.020813 0.04296']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-58-59/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 28]",11,"['11 0.625247 0.68182 0.020098 0.020487', '8 0.597415 0.68093 0.047902 0.082288', '28 0.59575 0.770741 0.020417 0.020362', '15 0.359753 0.585441 0.019684 0.019599', '16 0.421641 0.5325 0.02001 0.020384', '23 0.558438 0.536726 0.01939 0.01973', '13 0.570175 0.618677 0.020338 0.020724', '10 0.576476 0.70692 0.019849 0.020079', '26 0.373737 0.716209 0.019614 0.019656', '22 0.583915 0.601138 0.019923 0.019762', '21 0.362633 0.556604 0.020801 0.020508', '27 0.552925 0.806927 0.020405 0.02052', '18 0.589571 0.620491 0.020037 0.02069', '0 0.34241 0.668027 0.020444 0.020488', '6 0.534397 0.578558 0.029132 0.033947', '4 0.559195 0.850602 0.027517 0.04832', '9 0.585846 0.638212 0.020316 0.02025', '14 0.56108 0.61388 0.021448 0.020738', '2 0.313978 0.602272 0.020326 0.020803', '1 0.319005 0.562711 0.020504 0.02058', '24 0.612971 0.765078 0.020254 0.019968', '17 0.508231 0.546132 0.020642 0.020379']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_16-27-34/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",11,"['11 0.313282 0.683222 0.01998 0.020154', '6 0.53568 0.585651 0.028669 0.035687', '9 0.352079 0.641313 0.019911 0.01988', '17 0.508846 0.550648 0.019929 0.02005', '14 0.569526 0.628702 0.02056 0.020964', '28 0.595236 0.779928 0.020546 0.020299', '4 0.556376 0.851016 0.027692 0.050904', '13 0.559893 0.624652 0.020817 0.021257', '10 0.36137 0.710808 0.019899 0.019659', '18 0.590304 0.62993 0.020317 0.019323', '5 0.618509 0.62727 0.020413 0.03803', '22 0.584899 0.609426 0.020653 0.020618', '24 0.612775 0.774084 0.02014 0.02034', '25 0.358403 0.818309 0.020522 0.020199', '15 0.363138 0.565226 0.020421 0.02027', '27 0.552031 0.813928 0.019805 0.019944', '0 0.59378 0.680583 0.020076 0.019894', '26 0.375309 0.72481 0.019258 0.01959', '16 0.421777 0.540912 0.019987 0.020142', '12 0.339768 0.682974 0.046634 0.084706']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-41-21/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 28]",11,"['11 0.622964 0.689447 0.020052 0.020021', '8 0.595307 0.68892 0.048223 0.082269', '14 0.558672 0.62161 0.020219 0.020136', '28 0.592654 0.77764 0.020204 0.019761', '26 0.372794 0.722296 0.019171 0.019231', '25 0.356727 0.816755 0.019608 0.019777', '24 0.6104 0.772279 0.019932 0.020082', '13 0.568252 0.627792 0.020119 0.020163', '17 0.506133 0.550067 0.020278 0.02029', '4 0.556776 0.855695 0.028271 0.048642', '16 0.420621 0.539793 0.019724 0.019769', '21 0.362106 0.563531 0.020376 0.020274', '7 0.533135 0.585024 0.029735 0.035702', '9 0.583931 0.647121 0.019962 0.01945', '18 0.587429 0.62851 0.019569 0.020423', '0 0.340879 0.674081 0.019757 0.019827', '10 0.573854 0.714732 0.020117 0.02029', '22 0.582066 0.609071 0.020495 0.020761', '2 0.313659 0.60954 0.020105 0.020323', '1 0.318691 0.568497 0.020262 0.020201', '15 0.359373 0.590592 0.019767 0.020243', '27 0.550137 0.812722 0.019416 0.019961']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-09-22/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.626028 0.703147 0.020075 0.020261', '8 0.597849 0.702382 0.048628 0.083799', '23 0.55847 0.554805 0.019814 0.0199', '28 0.596342 0.793728 0.020108 0.020158', '25 0.355577 0.832481 0.019624 0.019748', '6 0.534952 0.596198 0.029709 0.034289', '10 0.577022 0.728756 0.020275 0.020404', '22 0.584479 0.61973 0.020121 0.020366', '26 0.37182 0.737296 0.019325 0.019815', '16 0.420468 0.548181 0.020817 0.020817', '17 0.507585 0.560122 0.020237 0.02045', '1 0.316537 0.579439 0.020687 0.020653', '27 0.552255 0.82873 0.019938 0.01985', '2 0.311968 0.621134 0.020216 0.020711', '15 0.358136 0.60249 0.020774 0.020671', '21 0.360841 0.573432 0.020666 0.020377', '13 0.570729 0.639075 0.020391 0.020551', '18 0.589893 0.639931 0.019987 0.020673', '0 0.339373 0.687608 0.020411 0.020484', '24 0.614438 0.787688 0.020916 0.020874', '4 0.559007 0.872693 0.027575 0.048569', '9 0.586443 0.658561 0.020101 0.019664', '14 0.561254 0.631523 0.020143 0.019737']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-12-42/CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",7,"['7 0.307364 0.683223 0.019469 0.019435', '28 0.557169 0.537914 0.020483 0.020597', '4 0.531915 0.587727 0.028908 0.034379', '6 0.355809 0.711516 0.019949 0.020069', '0 0.590194 0.68384 0.01994 0.019792', '8 0.334395 0.682972 0.043845 0.083462', '13 0.504637 0.554626 0.020363 0.02127', '20 0.348741 0.527718 0.020497 0.02055', '9 0.557167 0.624481 0.019426 0.020843', '19 0.581125 0.610277 0.020096 0.020596', '23 0.569858 0.518768 0.020432 0.020466', '5 0.347096 0.64113 0.019253 0.01989', '22 0.491964 0.502612 0.020133 0.019876', '11 0.358716 0.565856 0.020368 0.020658', '24 0.609008 0.775655 0.019644 0.019765', '25 0.352051 0.820434 0.019877 0.021472', '26 0.369498 0.72567 0.019623 0.019958', '12 0.418096 0.541639 0.020452 0.020132', '3 0.613956 0.620305 0.02005 0.047132', '16 0.537374 0.676121 0.019935 0.027955', '2 0.552888 0.860657 0.02881 0.054236', '10 0.56761 0.62907 0.019229 0.020012', '27 0.43553 0.502358 0.019785 0.020231', '18 0.59093 0.779994 0.020206 0.022392', '14 0.585499 0.630402 0.02006 0.019634', '21 0.422554 0.498466 0.020158 0.020459']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_04-36-43/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.596374 0.698863 0.048438 0.082742', '26 0.369808 0.734882 0.020233 0.020087', '23 0.557037 0.551304 0.020232 0.020203', '17 0.506722 0.557325 0.020688 0.020722', '1 0.3157 0.57514 0.021106 0.020203', '6 0.533903 0.592778 0.029323 0.03464', '22 0.58318 0.616875 0.020467 0.020222', '27 0.550441 0.82557 0.020209 0.01993', '24 0.612379 0.78596 0.020293 0.019913', '9 0.584352 0.656291 0.01998 0.019962', '21 0.358989 0.570466 0.020765 0.02106', '25 0.353181 0.829808 0.019297 0.019306', '15 0.355584 0.599442 0.021171 0.020803', '4 0.556988 0.870431 0.028167 0.0509', '28 0.594523 0.790052 0.020399 0.020302', '2 0.309675 0.619459 0.020278 0.021063', '10 0.575363 0.726122 0.020264 0.020138', '0 0.3374 0.685869 0.020678 0.020711', '18 0.588277 0.637866 0.019207 0.021064', '16 0.418841 0.546596 0.020079 0.020579', '14 0.559807 0.631222 0.020259 0.020498', '13 0.568652 0.63666 0.021356 0.020885', '11 0.624907 0.701714 0.020239 0.020079']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_21-37-19/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.593448 0.693889 0.047804 0.079998', '24 0.609802 0.781981 0.020237 0.019866', '26 0.36717 0.734027 0.01985 0.019613', '27 0.54769 0.823743 0.020003 0.020438', '22 0.580138 0.614442 0.020139 0.020002', '23 0.553638 0.54861 0.020074 0.019899', '2 0.30792 0.620932 0.020375 0.020705', '17 0.503715 0.55622 0.020556 0.020655', '21 0.356939 0.570488 0.020522 0.019528', '11 0.621466 0.697588 0.019771 0.01973', '1 0.313324 0.576577 0.020943 0.020548', '9 0.581545 0.653866 0.019956 0.019744', '6 0.530167 0.591242 0.029623 0.034689', '0 0.335763 0.685686 0.020323 0.020466', '25 0.352429 0.828322 0.020129 0.020246', '14 0.556383 0.628357 0.021077 0.021132', '15 0.353698 0.597364 0.020427 0.019526', '16 0.415878 0.546221 0.021023 0.020965', '28 0.591706 0.786623 0.020079 0.020015', '10 0.572315 0.724154 0.019551 0.019905', '4 0.551217 0.871036 0.026359 0.044769', '13 0.566898 0.634483 0.019516 0.020139', '18 0.585566 0.635193 0.020054 0.02019']"
