Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format,Path Txt
Innova,E:\24_1_Juli_dataset\2025-06-30_13-10-36\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",10,"['10 0.573388 0.628136 0.02367 0.024037', '19 0.588113 0.608093 0.023656 0.023546', '14 0.593173 0.628175 0.023578 0.02364', '11 0.362193 0.563682 0.022889 0.022962', '8 0.338033 0.683054 0.043604 0.081273', '15 0.544337 0.673828 0.022825 0.023056', '23 0.576289 0.51744 0.023695 0.024197', '24 0.616105 0.77811 0.023715 0.024161', '9 0.56323 0.623376 0.023295 0.022968', '28 0.563093 0.537024 0.023231 0.02334', '3 0.620154 0.615263 0.023553 0.04574', '5 0.351196 0.642515 0.023377 0.023334', '13 0.510827 0.552107 0.023543 0.023586', '4 0.538365 0.585963 0.026778 0.032522', '25 0.357518 0.822743 0.023145 0.023387', '12 0.422855 0.539133 0.023266 0.023323', '1 0.560483 0.860905 0.027285 0.044591', '26 0.373749 0.727758 0.024053 0.023988', '17 0.598321 0.783969 0.023317 0.023579', '20 0.352543 0.526207 0.022866 0.023241', '6 0.359483 0.712985 0.023697 0.024109', '21 0.42807 0.497178 0.023169 0.023666', '7 0.310664 0.684364 0.023328 0.023675', '0 0.597482 0.685484 0.02351 0.024105', '27 0.441191 0.500631 0.023551 0.023425', '22 0.498766 0.49992 0.024225 0.024117']",E:\24_1_Juli_dataset\2025-06-30_13-10-36\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_12-53-54\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",19,"['19 0.586071 0.602456 0.023733 0.023646', '9 0.561932 0.617479 0.024107 0.023691', '25 0.356608 0.818651 0.02359 0.023913', '14 0.591071 0.621927 0.02434 0.024507', '8 0.336969 0.678778 0.044004 0.082114', '15 0.542624 0.66815 0.023121 0.023628', '12 0.42155 0.534241 0.023585 0.023746', '4 0.536137 0.579492 0.027603 0.03279', '10 0.571579 0.621969 0.023723 0.023927', '11 0.361131 0.55973 0.023192 0.023089', '23 0.574683 0.510858 0.023064 0.023886', '24 0.614984 0.771272 0.023377 0.023241', '13 0.509187 0.547148 0.023075 0.023086', '28 0.561854 0.531189 0.023294 0.02327', '3 0.619525 0.609433 0.023444 0.047037', '5 0.349762 0.63796 0.023028 0.02316', '17 0.59686 0.77731 0.023087 0.023111', '1 0.559687 0.853495 0.027047 0.045442', '22 0.496091 0.493837 0.023733 0.023932', '6 0.3585 0.708719 0.023861 0.024103', '0 0.596256 0.678224 0.023503 0.023728', '7 0.309743 0.681117 0.022948 0.023443', '20 0.350852 0.521317 0.022839 0.023219', '27 0.440017 0.494839 0.023128 0.023215', '21 0.426038 0.491053 0.023561 0.023673', '26 0.372397 0.721756 0.02358 0.023069']",E:\24_1_Juli_dataset\2025-06-30_12-53-54\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_12-51-08\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28]",19,"['19 0.586204 0.602234 0.023579 0.023735', '10 0.571357 0.621855 0.02338 0.023591', '14 0.590924 0.622696 0.023786 0.023569', '12 0.42387 0.534704 0.024193 0.024442', '9 0.56185 0.617217 0.023724 0.023668', '8 0.338574 0.676938 0.04533 0.083138', '4 0.536801 0.580507 0.029707 0.034034', '23 0.57459 0.511434 0.023449 0.024141', '28 0.561991 0.53159 0.023275 0.023184', '11 0.363171 0.55867 0.022881 0.023006', '3 0.619649 0.612526 0.022946 0.049082', '20 0.353335 0.521115 0.023249 0.023539', '6 0.360297 0.704766 0.022707 0.022894', '5 0.351427 0.635432 0.02352 0.023593', '21 0.427326 0.491998 0.023487 0.023732', '2 0.558301 0.852048 0.024065 0.042876', '22 0.497699 0.495336 0.023776 0.023543', '27 0.440679 0.496116 0.023243 0.023415', '16 0.542767 0.669191 0.022865 0.036859', '24 0.614505 0.769676 0.023492 0.022676', '13 0.509728 0.547185 0.023404 0.023207', '26 0.374601 0.718741 0.024323 0.023929', '7 0.312031 0.6772 0.022922 0.022633', '0 0.595787 0.677375 0.023451 0.023142', '18 0.596236 0.77091 0.022803 0.030832']",E:\24_1_Juli_dataset\2025-06-30_12-51-08\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_12-45-40\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28]",10,"['10 0.569592 0.621513 0.023697 0.023485', '19 0.58384 0.601692 0.023597 0.023315', '8 0.337242 0.676682 0.043047 0.080963', '23 0.573014 0.512308 0.02326 0.023701', '11 0.360882 0.559868 0.022954 0.023227', '9 0.559512 0.616755 0.023517 0.023348', '24 0.612487 0.767972 0.022686 0.02275', '28 0.560187 0.531249 0.022961 0.023122', '4 0.534911 0.579451 0.026628 0.032711', '12 0.4213 0.535458 0.02345 0.024138', '15 0.541487 0.667288 0.022806 0.023132', '17 0.594538 0.773005 0.022702 0.022786', '14 0.589169 0.622017 0.023524 0.023369', '5 0.350113 0.636861 0.022787 0.02285', '1 0.558305 0.849392 0.027184 0.044476', '13 0.507695 0.547225 0.023016 0.022719', '3 0.616375 0.608191 0.023486 0.047609', '6 0.35867 0.706923 0.023646 0.023952', '22 0.495689 0.49506 0.023542 0.023677', '26 0.372368 0.721275 0.02447 0.024493', '21 0.425471 0.492774 0.023689 0.023849', '0 0.593987 0.67685 0.022855 0.022996', '27 0.438717 0.49553 0.023239 0.023806', '20 0.351525 0.521582 0.022863 0.023136', '7 0.310441 0.677967 0.02306 0.024207']",E:\24_1_Juli_dataset\2025-06-30_12-45-40\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_11-41-27\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",10,"['10 0.57135 0.619909 0.022645 0.023441', '9 0.561973 0.615636 0.023043 0.022942', '20 0.354462 0.519694 0.022815 0.023134', '8 0.339905 0.67404 0.045557 0.082849', '19 0.585578 0.601218 0.023088 0.022978', '12 0.424272 0.533483 0.02319 0.023396', '14 0.590517 0.620414 0.023218 0.022989', '11 0.364902 0.556608 0.022245 0.022903', '3 0.619385 0.610178 0.022804 0.047513', '23 0.574591 0.511012 0.022573 0.02295', '4 0.536883 0.578985 0.02824 0.033864', '25 0.35902 0.809909 0.023499 0.023788', '28 0.561941 0.530962 0.02298 0.023053', '2 0.557353 0.852253 0.029245 0.053489', '18 0.595921 0.7709 0.02272 0.022907', '16 0.542888 0.664847 0.022873 0.023815', '26 0.375342 0.715936 0.023366 0.022898', '0 0.595535 0.67505 0.022986 0.022574', '6 0.361415 0.700918 0.023374 0.023323', '7 0.313922 0.673661 0.0221 0.022428', '21 0.42873 0.492011 0.022559 0.023182', '27 0.44183 0.494896 0.022246 0.022697', '22 0.49791 0.494101 0.023479 0.023846', '13 0.510767 0.546841 0.023449 0.02354', '5 0.353357 0.632818 0.023209 0.02324', '24 0.614225 0.766194 0.022709 0.022387']",E:\24_1_Juli_dataset\2025-06-30_11-41-27\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_11-23-58\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",14,"['14 0.594948 0.614242 0.022395 0.022432', '8 0.343477 0.668954 0.045838 0.081677', '11 0.367025 0.552511 0.023313 0.023531', '20 0.357319 0.514186 0.023322 0.02305', '24 0.618736 0.757555 0.023079 0.023473', '12 0.426604 0.527554 0.023509 0.023792', '4 0.540315 0.572657 0.029229 0.033691', '3 0.622645 0.60309 0.02264 0.048058', '23 0.577409 0.504863 0.022382 0.022513', '19 0.589384 0.594318 0.022293 0.022417', '27 0.444319 0.488505 0.023214 0.023348', '2 0.562676 0.84514 0.027826 0.052571', '5 0.356208 0.628246 0.023753 0.023294', '10 0.576032 0.61351 0.02288 0.022535', '18 0.600892 0.765609 0.022761 0.023681', '26 0.379248 0.71051 0.023355 0.023218', '0 0.599929 0.668996 0.022751 0.022736', '9 0.566284 0.608832 0.02312 0.023012', '13 0.512914 0.541198 0.022569 0.022826', '7 0.316788 0.669 0.023208 0.02335', '21 0.431264 0.485689 0.023198 0.02387', '6 0.365116 0.697239 0.023907 0.023694', '22 0.500895 0.488873 0.0231 0.023681', '28 0.565175 0.523375 0.022798 0.022273', '16 0.547126 0.659405 0.02283 0.02377', '25 0.363293 0.804368 0.02326 0.023376']",E:\24_1_Juli_dataset\2025-06-30_11-23-58\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_11-19-15\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.366512 0.558312 0.022688 0.022757', '8 0.342104 0.675072 0.045963 0.083306', '26 0.377306 0.715617 0.023272 0.02313', '14 0.591946 0.620543 0.023405 0.023259', '12 0.425404 0.534195 0.02389 0.024172', '9 0.564034 0.615439 0.022771 0.023286', '19 0.586919 0.601544 0.023535 0.023386', '10 0.572698 0.61999 0.023297 0.023592', '23 0.575826 0.511201 0.022779 0.023256', '4 0.538566 0.579666 0.029004 0.033792', '20 0.355974 0.521148 0.023121 0.023947', '28 0.563377 0.531766 0.022985 0.022999', '3 0.621053 0.610971 0.022924 0.047944', '21 0.430088 0.492453 0.023131 0.023995', '27 0.443302 0.495808 0.023109 0.023293', '13 0.512023 0.546042 0.022998 0.022774', '0 0.597045 0.675545 0.02337 0.022953', '7 0.31564 0.674806 0.023255 0.02335', '6 0.363298 0.702765 0.022996 0.023829', '2 0.559863 0.849684 0.025855 0.046182', '18 0.597657 0.770144 0.023051 0.024362', '22 0.500043 0.495152 0.023615 0.023687', '5 0.355107 0.634204 0.023404 0.022799', '16 0.544582 0.667456 0.022648 0.034535', '24 0.615875 0.766306 0.023305 0.02308', '25 0.361335 0.809818 0.02367 0.0242']",E:\24_1_Juli_dataset\2025-06-30_11-19-15\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_10-56-11\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",10,"['10 0.568456 0.612811 0.022738 0.02297', '19 0.582234 0.593711 0.023074 0.022893', '8 0.334963 0.668891 0.046473 0.083128', '23 0.570541 0.504233 0.022966 0.022876', '12 0.419391 0.527125 0.023869 0.023857', '4 0.533694 0.572159 0.029024 0.034272', '11 0.35981 0.552106 0.022924 0.022556', '9 0.558641 0.608543 0.022981 0.02345', '28 0.558804 0.523326 0.02316 0.022849', '20 0.350212 0.514497 0.022782 0.022935', '2 0.553657 0.845401 0.028876 0.053551', '14 0.588244 0.613393 0.023535 0.022894', '22 0.493699 0.487935 0.023583 0.023503', '26 0.370761 0.711492 0.023277 0.023612', '5 0.348218 0.627638 0.022905 0.023034', '7 0.308654 0.66841 0.023106 0.023526', '18 0.592836 0.763601 0.023335 0.023526', '0 0.592631 0.668301 0.022859 0.023373', '3 0.616858 0.605315 0.023376 0.044688', '6 0.356505 0.695946 0.023778 0.023468', '21 0.423646 0.485221 0.023619 0.023617', '24 0.610995 0.759162 0.023468 0.023154', '13 0.506199 0.538314 0.023245 0.023228', '27 0.437788 0.488342 0.024405 0.023974', '25 0.353937 0.805181 0.023266 0.023682', '16 0.539356 0.658506 0.023565 0.026286']",E:\24_1_Juli_dataset\2025-06-30_10-56-11\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_10-38-56\CAMERA_1.jpg,CAMERA_1.jpg,27,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",18,"['19 0.581787 0.603724 0.023154 0.022945', '12 0.418539 0.535804 0.02345 0.023783', '10 0.567912 0.62364 0.0234 0.023092', '23 0.570581 0.513525 0.023173 0.023377', '28 0.557908 0.532983 0.022891 0.02299', '11 0.359514 0.561368 0.023145 0.022788', '8 0.334655 0.67922 0.04604 0.082338', '4 0.532902 0.581608 0.028572 0.034102', '9 0.557989 0.618486 0.023002 0.02339', '14 0.586985 0.624254 0.023489 0.023399', '3 0.615947 0.613629 0.023257 0.049813', '24 0.610133 0.770086 0.022661 0.022524', '21 0.423265 0.494228 0.0239 0.023759', '6 0.356208 0.70731 0.024004 0.023897', '5 0.347878 0.63794 0.023307 0.023269', '22 0.492968 0.49686 0.023558 0.023416', '0 0.591202 0.678749 0.023 0.023282', '20 0.34898 0.52319 0.023538 0.023328', '27 0.436822 0.497212 0.023213 0.023193', '2 0.554121 0.853139 0.024651 0.04351', '13 0.505635 0.548238 0.023703 0.023974', '7 0.308109 0.678721 0.023208 0.023464', '16 0.538374 0.670339 0.022978 0.036263', '26 0.369747 0.722346 0.023621 0.023278', '18 0.591743 0.774312 0.022765 0.024582', '18 0.591379 0.765934 0.023138 0.041077', '25 0.353181 0.815944 0.023287 0.023265']",E:\24_1_Juli_dataset\2025-06-30_10-38-56\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_10-33-57\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",10,"['10 0.569584 0.6134 0.022945 0.023139', '19 0.583175 0.594479 0.022749 0.023179', '12 0.420171 0.528358 0.023831 0.023737', '8 0.335922 0.670003 0.046743 0.083703', '4 0.534057 0.573173 0.028765 0.033164', '23 0.571911 0.505638 0.023022 0.023035', '9 0.559483 0.609465 0.023381 0.023903', '20 0.350769 0.514914 0.023169 0.023447', '3 0.61818 0.604553 0.023385 0.050295', '22 0.494162 0.488487 0.023345 0.023361', '11 0.361311 0.553696 0.023429 0.023243', '2 0.555439 0.843353 0.024555 0.042055', '28 0.559514 0.524978 0.023236 0.023096', '14 0.58873 0.614811 0.023014 0.022352', '0 0.592821 0.668527 0.023235 0.023469', '5 0.34938 0.627995 0.023693 0.02363', '27 0.43852 0.489117 0.023804 0.023664', '25 0.355282 0.806475 0.02368 0.024038', '26 0.372112 0.710913 0.023634 0.023729', '7 0.309214 0.669742 0.023358 0.023418', '13 0.507151 0.539211 0.023692 0.023569', '21 0.424948 0.485927 0.023701 0.023794', '6 0.358034 0.698012 0.023582 0.023537', '16 0.540284 0.660338 0.022484 0.035234', '24 0.611829 0.7592 0.024294 0.023857', '18 0.593468 0.761342 0.023968 0.03221']",E:\24_1_Juli_dataset\2025-06-30_10-33-57\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_10-12-25\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28]",10,"['10 0.573211 0.626984 0.023405 0.023985', '11 0.361927 0.563005 0.023053 0.022993', '19 0.587335 0.606359 0.023749 0.024094', '8 0.337259 0.682094 0.044163 0.082199', '14 0.592653 0.627285 0.023273 0.024034', '23 0.575934 0.516334 0.023578 0.023778', '24 0.615824 0.775807 0.023324 0.023584', '12 0.422266 0.537087 0.023744 0.023572', '13 0.510341 0.551133 0.023159 0.023443', '15 0.543823 0.673401 0.022986 0.023313', '28 0.562887 0.534498 0.023827 0.023684', '4 0.53765 0.584226 0.02718 0.033606', '9 0.563429 0.622293 0.023169 0.022787', '5 0.350579 0.641297 0.023219 0.02322', '26 0.373249 0.726804 0.025107 0.024762', '3 0.620236 0.612946 0.02333 0.047901', '1 0.560502 0.856922 0.02749 0.043813', '20 0.352205 0.523823 0.022995 0.023359', '22 0.497381 0.498318 0.022899 0.023065', '6 0.358874 0.712297 0.023896 0.024767', '17 0.598142 0.781548 0.023076 0.023121', '0 0.59747 0.68371 0.023441 0.023527', '21 0.427333 0.495333 0.023814 0.0242', '7 0.310084 0.682794 0.023274 0.024133', '27 0.440878 0.499293 0.023706 0.024063']",E:\24_1_Juli_dataset\2025-06-30_10-12-25\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_10-10-53\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28]",19,"['19 0.585675 0.591501 0.024211 0.023028', '23 0.57466 0.503191 0.022551 0.022645', '8 0.339788 0.665045 0.045753 0.081872', '12 0.423515 0.524473 0.02394 0.023588', '4 0.537454 0.570163 0.028863 0.032743', '20 0.354044 0.512039 0.023329 0.02346', '9 0.562254 0.606427 0.022889 0.023359', '3 0.620799 0.604849 0.022887 0.047392', '11 0.364419 0.549794 0.023317 0.023275', '13 0.510398 0.53791 0.023419 0.02342', '2 0.559292 0.841003 0.023997 0.04217', '6 0.361001 0.693376 0.023507 0.023938', '5 0.352536 0.624572 0.023533 0.022941', '27 0.442303 0.486057 0.023931 0.023881', '28 0.562709 0.521853 0.023012 0.023124', '22 0.498156 0.48546 0.023372 0.023434', '0 0.596387 0.666455 0.023822 0.02395', '14 0.591135 0.611743 0.023574 0.023245', '7 0.313398 0.665183 0.023112 0.023457', '16 0.543744 0.657633 0.022165 0.035988', '21 0.42811 0.48328 0.023811 0.023549', '24 0.615719 0.757489 0.023459 0.023462', '26 0.375304 0.707661 0.025132 0.024676', '18 0.597012 0.756479 0.024381 0.038159', '10 0.572416 0.611355 0.023554 0.023023']",E:\24_1_Juli_dataset\2025-06-30_10-10-53\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_09-44-54\CAMERA_1.jpg,CAMERA_1.jpg,24,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28]",10,"['10 0.568454 0.624676 0.023803 0.023488', '19 0.582476 0.604394 0.0236 0.02356', '23 0.571134 0.514256 0.023173 0.02333', '28 0.558779 0.533339 0.02316 0.023233', '11 0.360885 0.561806 0.022791 0.022679', '12 0.420167 0.536988 0.023578 0.023586', '4 0.533866 0.582286 0.028648 0.035257', '9 0.558858 0.61987 0.023167 0.023525', '8 0.336113 0.679853 0.044787 0.082813', '24 0.611712 0.770929 0.023201 0.022921', '18 0.59371 0.77585 0.023123 0.023749', '14 0.588049 0.625502 0.023565 0.023531', '3 0.616497 0.613238 0.024352 0.049537', '2 0.555408 0.856012 0.028549 0.05357', '20 0.350621 0.524723 0.022651 0.022722', '7 0.309442 0.680367 0.023 0.023809', '0 0.592487 0.67827 0.023132 0.023272', '22 0.494321 0.499205 0.023325 0.023184', '5 0.34929 0.638418 0.023473 0.023733', '16 0.539576 0.67064 0.023196 0.024958', '21 0.424952 0.495751 0.024177 0.024841', '13 0.506515 0.549236 0.023637 0.02362', '27 0.438329 0.499368 0.023424 0.023925', '6 0.357692 0.707473 0.02399 0.024285']",E:\24_1_Juli_dataset\2025-06-30_09-44-54\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_09-42-34\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",14,"['14 0.590741 0.613656 0.023209 0.022977', '23 0.57421 0.503225 0.022618 0.022579', '19 0.585526 0.593591 0.023082 0.022968', '8 0.338975 0.666158 0.046099 0.082315', '20 0.353551 0.511125 0.023392 0.023906', '11 0.363673 0.550696 0.023631 0.023567', '12 0.422895 0.525947 0.024057 0.02358', '3 0.620207 0.604181 0.022996 0.05069', '4 0.536777 0.571816 0.029144 0.033352', '9 0.562129 0.608451 0.023685 0.023614', '13 0.509987 0.53743 0.023447 0.023611', '18 0.596602 0.76329 0.023624 0.0242', '6 0.360569 0.693972 0.023481 0.02373', '10 0.571902 0.612167 0.023361 0.022825', '5 0.351828 0.625258 0.023813 0.023115', '22 0.497401 0.487377 0.02337 0.023578', '27 0.441608 0.486619 0.023835 0.023647', '26 0.375016 0.709248 0.023885 0.023587', '28 0.562102 0.522283 0.023075 0.023126', '25 0.358492 0.803474 0.023683 0.024074', '7 0.312536 0.66639 0.022328 0.023305', '2 0.557794 0.842262 0.026808 0.047891', '0 0.595545 0.667839 0.023554 0.023794', '24 0.614622 0.758386 0.024226 0.024089', '21 0.427859 0.483929 0.023908 0.023884', '16 0.542468 0.658649 0.022982 0.034829']",E:\24_1_Juli_dataset\2025-06-30_09-42-34\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_09-10-54\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28]",10,"['10 0.56831 0.604617 0.022829 0.022361', '23 0.570844 0.496977 0.022708 0.023038', '19 0.582656 0.585106 0.02314 0.023059', '28 0.55853 0.51592 0.022969 0.023038', '9 0.558911 0.600152 0.022035 0.022567', '8 0.336792 0.659153 0.045476 0.081973', '4 0.533769 0.563374 0.028595 0.034035', '12 0.420756 0.519807 0.023916 0.023468', '24 0.611691 0.74725 0.02324 0.022992', '14 0.588094 0.605126 0.023142 0.022833', '22 0.494094 0.48063 0.023528 0.02371', '11 0.361551 0.545143 0.023053 0.023129', '18 0.59409 0.752263 0.022783 0.023841', '2 0.555995 0.832896 0.027997 0.052125', '5 0.349637 0.619026 0.023187 0.022661', '3 0.615937 0.595719 0.022379 0.047251', '0 0.592556 0.656588 0.023051 0.022807', '6 0.358266 0.687182 0.022877 0.023553', '20 0.350911 0.508027 0.023139 0.023504', '13 0.506898 0.531303 0.023001 0.023268', '16 0.539673 0.648632 0.022811 0.024241', '26 0.372538 0.701606 0.02531 0.025608', '7 0.310245 0.659083 0.022175 0.023374', '27 0.438484 0.481617 0.023964 0.023723', '21 0.424858 0.477536 0.023513 0.023399']",E:\24_1_Juli_dataset\2025-06-30_09-10-54\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_08-51-42\CAMERA_1.jpg,CAMERA_1.jpg,27,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",18,"['10 0.567597 0.618172 0.023017 0.022793', '19 0.581798 0.598944 0.023338 0.023319', '8 0.333692 0.670984 0.046277 0.083441', '12 0.4188 0.529628 0.022953 0.023376', '23 0.571155 0.508049 0.023081 0.0235', '28 0.558324 0.52847 0.023178 0.02347', '11 0.358919 0.554188 0.023181 0.022859', '4 0.532996 0.575615 0.028624 0.033415', '5 0.347042 0.629993 0.023128 0.023492', '20 0.348898 0.515626 0.02286 0.022932', '22 0.493525 0.490562 0.023441 0.023365', '14 0.587024 0.61922 0.023678 0.023086', '9 0.557393 0.612682 0.023001 0.023123', '26 0.369602 0.7147 0.023908 0.024304', '3 0.617122 0.609876 0.023814 0.051941', '21 0.423466 0.48679 0.023691 0.023996', '7 0.307068 0.670923 0.023055 0.023025', '25 0.352316 0.809132 0.023432 0.024177', '0 0.591606 0.673765 0.023435 0.023465', '27 0.43667 0.490533 0.023593 0.023687', '2 0.553899 0.8485 0.025304 0.043017', '13 0.506382 0.54284 0.023339 0.023335', '16 0.538281 0.66439 0.023324 0.036268', '18 0.592018 0.769864 0.022989 0.025247', '24 0.610382 0.767054 0.022935 0.02307', '6 0.355506 0.699195 0.02382 0.023805', '18 0.591769 0.761367 0.023146 0.041889']",E:\24_1_Juli_dataset\2025-06-30_08-51-42\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_08-48-09\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",19,"['19 0.585799 0.615146 0.022994 0.02322', '8 0.336681 0.690144 0.045707 0.083513', '12 0.420849 0.545549 0.023431 0.023261', '28 0.561497 0.543072 0.0232 0.022647', '14 0.590511 0.635813 0.023353 0.023214', '10 0.570971 0.635035 0.023584 0.023063', '11 0.361503 0.57054 0.023221 0.022995', '4 0.536383 0.593216 0.02909 0.034099', '9 0.561112 0.631175 0.023888 0.023805', '20 0.351261 0.53182 0.02305 0.023328', '3 0.620308 0.625869 0.023443 0.049679', '0 0.595612 0.691199 0.023227 0.023657', '23 0.574477 0.52357 0.022601 0.022673', '5 0.349934 0.648352 0.022818 0.022316', '2 0.557054 0.869903 0.028586 0.053561', '26 0.372094 0.733528 0.023869 0.02387', '22 0.496385 0.506498 0.023152 0.023588', '27 0.439293 0.506589 0.023308 0.023399', '6 0.35819 0.718098 0.023755 0.023652', '18 0.596053 0.787899 0.023316 0.023169', '7 0.309676 0.690025 0.023365 0.023739', '24 0.613942 0.783316 0.023464 0.022954', '21 0.425792 0.504151 0.023114 0.022937', '13 0.508514 0.558179 0.024144 0.024173', '16 0.541989 0.681489 0.023011 0.028518', '25 0.356045 0.828753 0.024394 0.024754']",E:\24_1_Juli_dataset\2025-06-30_08-48-09\CAMERA_1.txt
Innova,E:\24_1_Juli_dataset\2025-06-30_08-46-44\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.341242 0.669827 0.045075 0.081021', '12 0.424584 0.528615 0.023767 0.023533', '11 0.365345 0.553606 0.023129 0.023262', '20 0.354597 0.515147 0.023221 0.023474', '14 0.59208 0.615158 0.022804 0.022596', '23 0.575775 0.505942 0.023261 0.023113', '4 0.537791 0.574071 0.029396 0.032701', '28 0.563087 0.525209 0.023215 0.023155', '2 0.560895 0.842572 0.023036 0.040649', '3 0.621193 0.6048 0.023114 0.051084', '19 0.586878 0.595436 0.022795 0.023001', '24 0.616339 0.760263 0.021774 0.023022', '5 0.35373 0.629002 0.023368 0.023135', '10 0.573099 0.614453 0.023 0.022109', '27 0.442315 0.489685 0.022707 0.022726', '13 0.510431 0.539943 0.023953 0.023823', '22 0.49851 0.489132 0.023116 0.023044', '9 0.563326 0.609791 0.02266 0.02281', '18 0.598232 0.756209 0.022906 0.044328', '21 0.429026 0.486699 0.023083 0.023897', '26 0.376072 0.711463 0.024264 0.024249', '7 0.315063 0.669774 0.023607 0.024027', '16 0.544724 0.66128 0.023096 0.036999', '6 0.362571 0.69791 0.023803 0.024057', '0 0.596677 0.668588 0.023052 0.023416', '25 0.359969 0.805972 0.022871 0.022987']",E:\24_1_Juli_dataset\2025-06-30_08-46-44\CAMERA_1.txt
